meter_name,decision_tree,elasticnet,lasso,lightgbm,mlp,ols,random_forest,ridge
chilledwater,3687.89463992307,3761.565630653512,3761.728654930215,3694.8691409586295,3736.856951967386,3757.5325746871413,3689.9350188709727,3757.532607184001
electricity,71.7504844563159,245.93396429938238,246.36899389603815,109.38661363627546,204.23541035138078,242.6609833255381,82.23417054634552,242.66095768238702
hotwater,461.14540556376534,588.0494454693292,588.8429648526054,469.9376268087683,521.3730887434008,576.6137280775501,461.07860261634374,576.6137117390198
steam,82519.58513135588,18196.97650719798,18198.21838037019,77433.62128379112,29737.50260061946,18162.89851165115,82489.28104438625,18162.898846276494
