meter_name,decision_tree,elasticnet,lasso,lightgbm,mlp,ols,random_forest,ridge
chilledwater,4431.850287976623,3760.818286727561,3761.0513360890186,3272.5619520167193,3675.677394517687,3754.1384483227507,2510.6226814593047,3754.1384520731863
electricity,44.231658573215135,238.04386483608565,238.70461440008725,42.75904260952281,77.37969212009867,247.5346119320269,39.34174410411601,247.5337367121451
hotwater,397.033857566909,586.379960164528,586.8817936067652,384.4763941737401,408.1842499158734,574.2892870171446,387.0804412800218,574.289436624369
steam,12005.819441725334,16169.885117638174,16837.879492967746,14727.83318000253,26582.643254232324,16477.96328567941,11066.556469548837,16477.97422177364
